Index,ao.r,ao.c,art.r,art.c,ven.r,ven.c,av.r,mv.r,la.E_pas,la.E_act,la.v_ref,la.k_pas,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,T,ao.l,ao.v_ref,ao.v,art.l,art.v_ref,art.v,ven.l,ven.v_ref,ven.v,la.v,la.delay,la.t_tr,la.tau,la.t_max,lv.delay,lv.t_tr,lv.tau,lv.t_max
0,308.74777748781605,0.2595723714537607,1365.6080806661835,2.0033245448689634,12.211233593206515,182.88430771214823,3.256480731994442,4.973828954081296,0.31887063555906303,0.61179655147709,8.220248574099092,0.028030418411912034,0.7572741803969552,3.4017803578366648,12.16180174290949,0.028287581247492206,1082.1251186439458,0,100,130,0,900,1092,0.0,2800,3780,93,202.89845974573984,304.34768961860976,33.81640995762331,202.89845974573984,0,568.1156872880715,33.81640995762331,378.743791525381
1,280.3930335652333,0.39619684391785026,1566.7137319961703,2.9187032059777156,5.634070378531524,188.29398325590563,7.933924902341279,5.970190624500184,0.46288638785520486,0.3805266738342835,7.562548198863505,0.053245157004085206,0.8538966119661772,1.8132173649330243,11.459680785277753,0.016277426851844242,1136.0744504147701,0,100,130,0,900,1092,0.0,2800,3780,93,213.01395945276943,319.5209391791541,35.50232657546157,213.01395945276943,0,596.4390864677544,35.50232657546157,397.62605764516957
2,270.52034354253817,0.4320879144369749,647.3672509828297,2.1130813319837265,6.50299545594037,109.20008343775692,8.593390147721902,5.493247463081699,0.5891131881771384,0.6637300324981878,14.342278456139667,0.022460365886206847,1.0376275400622395,2.4342858083940406,14.231116965172433,0.029587176956299435,597.629015777504,0,100,130,0,900,1092,0.0,2800,3780,93,112.055440458282,168.083160687423,18.675906743047,112.055440458282,0,313.7552332831896,18.675906743047,209.1701555221264
3,148.6145584724326,0.37943189910844,931.2967953703401,1.705446982681366,10.381944004746629,178.70052989706588,5.85354731279074,3.3945912402420517,0.5017330904158412,0.29386781672577855,5.338229896616203,0.06594956313495845,0.5722019476227632,2.609850360575373,8.701327223405208,0.039047027405137026,1155.65112005234,0,100,130,0,900,1092,0.0,2800,3780,93,216.68458500981376,325.02687751472064,36.11409750163563,216.68458500981376,0,606.7168380274785,36.11409750163563,404.47789201831904
4,322.00217014790235,0.15439860614900497,1284.972372007338,3.1258631454246695,13.057318067031066,115.93579581694556,6.205182860436367,2.2425719558949067,0.331705445224063,0.48633128889133226,13.11902214136111,0.02836624072852606,1.273064470482288,3.8016622528509822,8.152264863945364,0.022030459949088695,808.8575972093383,0,100,130,0,900,1092,0.0,2800,3780,93,151.66079947675095,227.4911992151264,25.27679991279182,151.66079947675095,0,424.6502385349026,25.27679991279182,283.1001590232684
5,337.8415887565459,0.28980328508789677,599.4465480143756,3.728749161322507,11.35353040019457,102.81128935541716,8.94193388168414,3.204134569613557,0.44395811140681374,0.3867866631636808,5.927899514425109,0.0569519523145612,1.3009282468499053,2.7498524528377017,6.138356315494945,0.0368403212749352,757.9559106255437,0,100,130,0,900,1092,0.0,2800,3780,93,142.11673324228943,213.17509986343416,23.68612220704824,142.11673324228943,0,397.92685307841043,23.68612220704824,265.2845687189403
6,189.06701747483748,0.1694572041504611,711.0078087212949,3.8215668914579948,8.807525817490355,94.71496566483201,3.7613718807487233,5.911583053690975,0.22656159759109062,0.6411712804182073,6.217227650666976,0.038198070084484885,1.1389508307317153,1.7594074597409732,9.883810383461064,0.018207574718547087,382.85168196661243,0,100,130,0,900,1092,0.0,2800,3780,93,71.78469036873983,107.67703555310975,11.964115061456639,71.78469036873983,0,200.99713303247154,11.964115061456639,133.99808868831434
7,348.22082408585504,0.3550210054850209,1465.958724572596,4.086200408365761,7.709994664541901,83.38960883067604,5.279380961593637,5.65814802994127,0.656814148983495,0.568804474125207,10.678374151871207,0.041809590852096006,1.3866583854074528,3.700596362948505,13.847078399784802,0.010458881487343712,987.9281827158189,0,100,130,0,900,1092,0.0,2800,3780,93,185.23653425921606,277.8548013888241,30.87275570986934,185.23653425921606,0,518.662295925805,30.87275570986934,345.7748639505366
8,334.3841402808183,0.27352890373443906,1340.6674758589857,2.3444165938996955,12.851344152808695,198.41507000985277,4.259442236594267,2.2698256114266284,0.24497672400943404,0.33547605252164187,9.376341435325564,0.0743067766611879,0.5144612298384043,1.9735761352377637,7.9697782366571746,0.04361074450097593,1025.7410096077028,0,100,130,0,900,1092,0.0,2800,3780,93,192.3264393014443,288.48965895216645,32.054406550240714,192.3264393014443,0,538.5140300440439,32.054406550240714,359.009353362696
9,218.47818868638842,0.2330274508285453,1427.6791547887472,3.990989882071997,7.037357912296336,138.7733352725212,6.964985057970808,5.274783051755626,0.5706501568463235,0.40972211786220614,8.903795182965249,0.05943904208417353,0.6743238586243228,2.3055439498256813,9.34075174777617,0.018828043839052525,842.7967891254734,0,100,130,0,900,1092,0.0,2800,3780,93,158.02439796102627,237.0365969415394,26.337399660171045,158.02439796102627,0,442.46831429087354,26.337399660171045,294.9788761939157
10,247.4889007603569,0.410892945723509,746.8174401443707,2.844971050785073,5.242402875469141,169.07574112266184,5.611557801319636,3.6754799122527597,0.4325322551463478,0.22844590494687972,12.636468068731425,0.03663343240559186,0.9890668981917053,4.1265855855966205,5.14921010273101,0.03448656329669652,418.9455618823441,0,100,130,0,900,1092,0.0,2800,3780,93,78.55229285293953,117.82843927940928,13.092048808823254,78.55229285293953,0,219.94641998823067,13.092048808823254,146.63094665882045
11,140.52880908964067,0.4429674227244904,1615.590386549503,3.4709288187355183,9.61134659886568,140.60121926921988,8.328763524006492,4.613130629812673,0.3727722811881027,0.2478772658903459,13.985752621004695,0.048707164440792525,0.6360350139140679,3.1598875184729276,14.747639213440687,0.04068347327722984,543.9290297163728,0,100,130,0,900,1092,0.0,2800,3780,93,101.9866930718199,152.98003960772988,16.99778217863665,101.9866930718199,0,285.56274060109575,16.99778217863665,190.3751604007305
12,205.73878317918724,0.3014412607469364,1079.4577550623571,3.3407525830822253,8.260418270772885,66.66679180850676,7.218340516923473,3.7008294920602,0.5977287093353276,0.5858391745413497,14.828558378568228,0.01753922595147944,1.056469191841141,1.6403351786844915,7.154537280258808,0.014465730558092499,486.04871293779945,0,100,130,0,900,1092,0.0,2800,3780,93,91.1341336758374,136.7012005137561,15.189022279306233,91.1341336758374,0,255.17557429234472,15.189022279306233,170.1170495282298
13,197.20325420400852,0.24980032252167939,1132.4356377027234,3.1786731706302356,5.85966119018637,120.58066110555754,3.5549604630640004,4.859260458950933,0.28436495851451415,0.4368573940753971,7.377700481208645,0.06178252177633706,0.9094331099474731,2.200658383543093,13.235500258108626,0.02324921310899344,722.766645179056,0,100,130,0,900,1092,0.0,2800,3780,93,135.518745971073,203.27811895660952,22.5864576618455,135.518745971073,0,379.4524887190044,22.5864576618455,252.9683258126696
14,236.70379165201842,0.33115301373195294,792.2306588252306,4.357499609022103,10.00019074235635,92.58193685065937,6.489938078445496,4.508342341054002,0.41525264720649124,0.28380272339727386,11.653482955063545,0.0338825299114013,0.7081723133638571,4.441725530488895,6.99929701393875,0.03551595348983102,616.0957899950472,0,100,130,0,900,1092,0.0,2800,3780,93,115.51796062407135,173.27694093610702,19.252993437345225,115.51796062407135,0,323.4502897473998,19.252993437345225,215.63352649826652
15,127.70466204079383,0.21369486666215606,891.5542243029223,1.824615385035825,4.728727196113649,159.0306259695995,4.816328751109667,3.0476955743664935,0.29681219746841825,0.516681255352968,12.288248617500756,0.050222788500542945,1.4498502213369293,3.079244032901978,11.902259369217953,0.024280816831783722,940.4139188644666,0,100,130,0,900,1092,0.0,2800,3780,93,176.32760978708748,264.49141468063124,29.387934964514578,176.32760978708748,0,493.717307403845,29.387934964514578,329.1448716025633
16,175.06336079651106,0.1910625895024962,1670.9880174292668,2.696762050686881,11.01038389576976,77.7286218467373,4.504572676102452,2.5414016944506206,0.37738978861347894,0.5303168540008744,10.389265333842884,0.07015104204129975,1.1598071589504897,2.9993325269296554,12.769926597154377,0.01324228883534154,439.9295784783669,0,100,130,0,900,1092,0.0,2800,3780,93,82.4867959646938,123.7301939470407,13.747799327448966,82.4867959646938,0,230.96302870114266,13.747799327448966,153.97535246742842
17,260.62640249500214,0.36512558359998865,1004.4596922156895,4.3244958977386245,11.787582614408779,162.60739257748412,6.713539515754173,3.9588002616747007,0.616928172973851,0.5467955589727899,9.574646409755205,0.06902349574686222,1.4865448176262002,4.279321906543348,5.82548841902293,0.032674408824547266,343.76687192191366,0,100,130,0,900,1092,0.0,2800,3780,93,64.45628848535881,96.6844327280382,10.742714747559804,64.45628848535881,0,180.47760775900468,10.742714747559804,120.31840517266977
18,162.1627203176812,0.31681901391078054,1210.867307823651,2.525932575364436,9.235576120601895,131.2073596777302,4.121476961081067,4.263116157013629,0.5496399459998659,0.35417880998331047,11.131825342840067,0.02275149292643657,0.8012338613055503,3.49380512090924,10.514554266550675,0.041848028204573846,923.1592093735159,0,100,130,0,900,1092,0.0,2800,3780,93,173.09235175753423,259.6385276363013,28.84872529292237,173.09235175753423,0,484.65858492109584,28.84872529292237,323.10572328073056
19,291.93297698362517,0.1952348800879926,1066.5656125461132,1.6274940151919957,7.427936432251954,150.94791346196368,7.647360190507131,2.818536316750947,0.5225893344035876,0.4715034546275943,6.875602405234919,0.04382712412925539,1.2244275459476375,4.0273851315349045,10.099887365532252,0.026048264004025018,663.6280734240213,0,100,130,0,900,1092,0.0,2800,3780,93,124.43026376700399,186.645395650506,20.738377294500665,124.43026376700399,0,348.4047385476112,20.738377294500665,232.26982569840743
